number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
9416,小麦管蓟马,Haplothrips tritici,颖片皱缩或枯萎,Glumes shrunken or withered,存在症状,ManifestAs
9417,小麦管蓟马,Haplothrips tritici,发黄或呈黑褐色,Yellow or dark brown,存在症状,ManifestAs
9418,小麦管蓟马,Haplothrips tritici,霉烂或腐败,Moldy or corrupt,存在症状,ManifestAs
9419,西北麦蝽,Aelia acuminata,白斑或枯心,White spots or dead heart,存在症状,ManifestAs
9420,西北麦蝽,Aelia acuminata,变黄枯萎,Turn yellow and wither,存在症状,ManifestAs
9421,西北麦蝽,Aelia acuminata,籽粒不饱满,The seeds are not full,存在症状,ManifestAs
9422,麦根蝽,Stibaropus formosanus,青枯不结穗,Withered and no ears of corn,存在症状,ManifestAs
9423,麦圆蜘蛛,Penthaleus major,细小白点,Tiny white spots,存在症状,ManifestAs
9424,麦圆蜘蛛,Penthaleus major,麦叶变黄,Wheat leaves turn yellow,存在症状,ManifestAs
9425,麦圆蜘蛛,Penthaleus major,麦株生育不良,Poor wheat plant growth,存在症状,ManifestAs
9426,麦圆蜘蛛,Penthaleus major,植株矮小,Short plant,存在症状,ManifestAs
9427,麦圆蜘蛛,Penthaleus major,全株干枯,The whole plant is dry,存在症状,ManifestAs
9428,麦长腿蜘蛛,Petrobia_latens,细小白点,Tiny white spots,存在症状,ManifestAs
9429,麦长腿蜘蛛,Petrobia_latens,麦叶变黄,Wheat leaves turn yellow,存在症状,ManifestAs
9430,麦长腿蜘蛛,Petrobia_latens,麦株生育不良,Poor wheat plant growth,存在症状,ManifestAs
9431,麦长腿蜘蛛,Petrobia_latens,植株矮小,Short plant,存在症状,ManifestAs
9432,麦长腿蜘蛛,Petrobia_latens,全株干枯,The whole plant is dry,存在症状,ManifestAs
9433,秀夜蛾,Xylena vetusta,枯心或全株死亡,Heart dryness or whole plant death,存在症状,ManifestAs
9434,秀夜蛾,Xylena vetusta,缺苗断垄,Missing seedlings and broken ridges,存在症状,ManifestAs
9435,麦秆蝇,Chlorops pumilionis,心叶青枯,Heart leaf withering,存在症状,ManifestAs
9436,麦秆蝇,Chlorops pumilionis,缺苗断垄,Missing seedlings and broken ridges,存在症状,ManifestAs
9437,麦黑斑潜叶蝇,Liriomyza sativae,潜痕弯曲窄细,Potential marks are curved and narrow,存在症状,ManifestAs
9438,麦茎谷蛾,Ostrinia nubilalis,心叶残缺,Heart leaf incomplete,存在症状,ManifestAs
9439,麦茎谷蛾,Ostrinia nubilalis,卷心,Caper,存在症状,ManifestAs
9440,麦茎谷蛾,Ostrinia nubilalis,矮缩或枯心,Dwarfed or withered,存在症状,ManifestAs
9441,麦叶蜂,Dolerus tritici,仅留叶脉,Only the veins remain,存在症状,ManifestAs
9442,绿翅脊萤叶甲,Platyxantha metallicolor,苗心枯死,Seedling heart dies,存在症状,ManifestAs
9443,大麦条锈病,Puccinia striiformis,褪绿条斑,Chlorotic streaks,存在症状,ManifestAs
9444,大麦条锈病,Puccinia striiformis,隆起的疱疹斑,Raised herpes spots,存在症状,ManifestAs
9445,大麦条锈病,Puccinia striiformis,椭圆形,Oval,存在症状,ManifestAs
9446,大麦条锈病,Puccinia striiformis,鲜黄色,Bright yellow,存在症状,ManifestAs
9447,大麦条锈病,Puccinia striiformis,整齐的虚线条状,Neat dotted lines,存在症状,ManifestAs
9448,大麦条锈病,Puccinia striiformis,鲜黄色粉末,Bright yellow powder,存在症状,ManifestAs
9449,大麦条锈病,Puccinia striiformis,短线条状较,Short line shape,存在症状,ManifestAs
9450,大麦网斑病,Pyrenophora teres,微小斑点或细条纹,Tiny spots or streaks,存在症状,ManifestAs
9451,大麦网斑病,Pyrenophora teres,暗褐色的纵横条纹交错的网状斑,Dark brown crisscross stripes,存在症状,ManifestAs
9452,大麦网斑病,Pyrenophora teres,褐色坏死斑,Brown necrotic spots,存在症状,ManifestAs
9453,大麦网斑病,Pyrenophora teres,斑枯型病斑,Spot blight,存在症状,ManifestAs
9454,大麦网斑病,Pyrenophora teres,初生褐色小点,Newborn brown spots,存在症状,ManifestAs
9455,大麦网斑病,Pyrenophora teres,椭圆形至长圆形的褐色病斑,Oval to oblong brown spots,存在症状,ManifestAs
9456,大麦网斑病,Pyrenophora teres,周围为退,Surrounded by retreat,存在症状,ManifestAs
9457,大麦条纹病,Pyrenophora graminea,浅黄色斑点或短小的条纹,Light yellow spots or short stripes,存在症状,ManifestAs
9458,大麦条纹病,Pyrenophora graminea,淡黄色小点,Light yellow dots,存在症状,ManifestAs
9459,大麦条纹病,Pyrenophora graminea,淡黄色条点,Light yellow dots,存在症状,ManifestAs
9460,大麦条纹病,Pyrenophora graminea,条纹褐色,Striped brown,存在症状,ManifestAs
9461,大麦条纹病,Pyrenophora graminea,赤褐色,Auburn,存在症状,ManifestAs
9462,大麦条纹病,Pyrenophora graminea,条纹变灰褐色,Stripes turn grayish brown,存在症状,ManifestAs
9463,大麦条纹病,Pyrenophora graminea,病叶撕裂或小撕裂,Torn or small tears in diseased leaves,存在症状,ManifestAs
9464,大麦条纹病,Pyrenophora graminea,病部灰白色,Diseased part is grayish white,存在症状,ManifestAs
9465,大麦条纹病,Pyrenophora graminea,籽粒瘦小,Small grains,存在症状,ManifestAs
9466,大麦坚黑穗病,Ustilago hordei,一团黑粉状物,A black powder,存在症状,ManifestAs
9467,大麦散黑穗病,Ustilago nuda,灰色粉团,Gray powder,存在症状,ManifestAs
9468,大麦散黑穗病,Ustilago nuda,灰白色薄膜,Off-white film,存在症状,ManifestAs
9469,大麦散黑穗病,Ustilago nuda,薄膜破裂,Film rupture,存在症状,ManifestAs
9470,大麦散黑穗病,Ustilago nuda,黑色线条状的孢子堆,Black line spore pile,存在症状,ManifestAs
9471,大麦叶锈病,Puccinia hordei,红褐色疱状小圆点,Reddish brown blister-like dots,存在症状,ManifestAs
9472,大麦叶锈病,Puccinia hordei,红褐色粉末,Reddish brown powder,存在症状,ManifestAs
9473,大麦叶锈病,Puccinia hordei,黑灰色短线状的病斑,Dark grey short linear spots,存在症状,ManifestAs
9474,麦双尾蚜,Sitobion avenae,或红色纵条,or red vertical stripes,存在症状,ManifestAs
9475,麦双尾蚜,Sitobion avenae,纵卷成筒,Roll into tube,存在症状,ManifestAs
9476,麦茎蜂,Cephus pygmaeus,麦芒及麦颖变黄,Wheat awns and wheat spikelets turn yellow,存在症状,ManifestAs
9477,麦茎蜂,Cephus pygmaeus,干枯失色,Dry and faded,存在症状,ManifestAs
9478,麦茎蜂,Cephus pygmaeus,全穗变白,The whole ear turns white,存在症状,ManifestAs
9479,麦茎蜂,Cephus pygmaeus,茎节变黄或黑色,The stem nodes turn yellow or black,存在症状,ManifestAs
9480,玉米大斑病,Exserohilum turcicum,大型核状病斑,Large nuclear lesions,存在症状,ManifestAs
9481,玉米大斑病,Exserohilum turcicum,水渍状青灰色或灰绿色小斑点,Water-stained blue-gray or gray-green spots,存在症状,ManifestAs
9482,玉米大斑病,Exserohilum turcicum,边缘暗褐色,Dark brown edge,存在症状,ManifestAs
9483,玉米大斑病,Exserohilum turcicum,中央淡褐色,Central Hazel,存在症状,ManifestAs
9484,玉米大斑病,Exserohilum turcicum,灰色的棱形或长纺锤形大斑,Gray prismatic or long spindle-shaped spots,存在症状,ManifestAs
9485,玉米大斑病,Exserohilum turcicum,斑上有明显,There is obvious,存在症状,ManifestAs
9486,玉米大斑病,Exserohilum turcicum,霉层严重时,When the mold layer is serious,存在症状,ManifestAs
9487,玉米大斑病,Exserohilum turcicum,斑联合纵裂,maculae and longitudinal fissures,存在症状,ManifestAs
9488,玉米小斑病,Bipolaris maydis,黄褐色或红褐色,Yellowish brown or reddish brown,存在症状,ManifestAs
9489,玉米小斑病,Bipolaris maydis,椭圆形,Oval,存在症状,ManifestAs
9490,玉米小斑病,Bipolaris maydis,圆形或长圆形,Round or oblong,存在症状,ManifestAs
9491,玉米小斑病,Bipolaris maydis,黑褐色霉层,Dark brown mold layer,存在症状,ManifestAs
9492,玉米小斑病,Bipolaris maydis,不规则椭圆形病斑,Irregular oval lesions,存在症状,ManifestAs
9493,玉米小斑病,Bipolaris maydis,近长方形,Nearly rectangular,存在症状,ManifestAs
9494,玉米小斑病,Bipolaris maydis,紫褐色或深褐色边缘,Purple-brown or dark brown edges,存在症状,ManifestAs
9495,玉米小斑病,Bipolaris maydis,椭圆形或纺锤形病斑,Oval or spindle-shaped lesions,存在症状,ManifestAs
9496,玉米小斑病,Bipolaris maydis,灰褐色或黄褐色,Gray or yellowish brown,存在症状,ManifestAs
9497,玉米小斑病,Bipolaris maydis,深色边缘,Dark Edge,存在症状,ManifestAs
9498,玉米小斑病,Bipolaris maydis,黄褐色坏死小斑点,Small yellow-brown necrotic spots,存在症状,ManifestAs
9499,玉米小斑病,Bipolaris maydis,明显的黄绿色晕圈,Obvious yellow-green halo,存在症状,ManifestAs
9500,玉米小斑病,Bipolaris maydis,暗绿色浸润区,Dark green infiltration area,存在症状,ManifestAs
9501,玉米小斑病,Bipolaris maydis,病叶萎蔫枯死快,Diseased leaves wilt and die quickly,存在症状,ManifestAs
9502,玉米小斑病,Bipolaris maydis,病叶变黄枯死,Diseased leaves turn yellow and die,存在症状,ManifestAs
9503,玉米弯孢霉叶斑病,Curvularia lunata,褪绿小斑点,Chlorotic spots,存在症状,ManifestAs
9504,玉米弯孢霉叶斑病,Curvularia lunata,圆形至椭圆形褪绿透明斑,Round to oval chlorotic transparent spots,存在症状,ManifestAs
9505,玉米弯孢霉叶斑病,Curvularia lunata,中间枯白色至黄褐色,Withered white to yellowish brown in the middle,存在症状,ManifestAs
9506,玉米弯孢霉叶斑病,Curvularia lunata,边缘暗褐色,Dark brown edge,存在症状,ManifestAs
9507,玉米弯孢霉叶斑病,Curvularia lunata,浅黄色晕圈,Light yellow halo,存在症状,ManifestAs
9508,玉米弯孢霉叶斑病,Curvularia lunata,灰黑色霉状物,Gray-black mold,存在症状,ManifestAs
9509,玉米弯孢霉叶斑病,Curvularia lunata,白色或褐色小点,White or brown spots,存在症状,ManifestAs
9510,玉米灰斑病,Cercospora zeae-maydis,病斑椭圆形至矩圆形,Lesions are oval to rectangular,存在症状,ManifestAs
9511,玉米灰斑病,Cercospora zeae-maydis,灰色至浅褐色病斑,Gray to light brown spots,存在症状,ManifestAs
9512,玉米灰斑病,Cercospora zeae-maydis,病斑中间灰色,The lesion is gray,存在症状,ManifestAs
9513,玉米灰斑病,Cercospora zeae-maydis,边缘褐色,Edge brown,存在症状,ManifestAs
9514,玉米灰斑病,Cercospora zeae-maydis,片可使叶片,The leaves can,存在症状,ManifestAs
9515,玉米灰斑病,Cercospora zeae-maydis,灰色霉状物,Gray mold,存在症状,ManifestAs
9516,玉米镰刀菌苗枯病,Fusarium verticillioides,根毛减少,Reduced root hairs,存在症状,ManifestAs
9517,玉米镰刀菌苗枯病,Fusarium verticillioides,根系变黑褐色,Roots turn dark brown,存在症状,ManifestAs
9518,玉米镰刀菌苗枯病,Fusarium verticillioides,基部呈水渍状,Water-soaked base,存在症状,ManifestAs
9519,玉米镰刀菌苗枯病,Fusarium verticillioides,整齐断裂,Clean break,存在症状,ManifestAs
9520,玉米镰刀菌苗枯病,Fusarium verticillioides,叶鞘褐色有撕裂状,Leaf sheath brown and torn,存在症状,ManifestAs
9521,玉米镰刀菌苗枯病,Fusarium verticillioides,叶片发黄,Yellowing leaves,存在症状,ManifestAs
9522,玉米镰刀菌苗枯病,Fusarium verticillioides,边缘呈焦枯状,The edges are burnt,存在症状,ManifestAs
9523,玉米镰刀菌苗枯病,Fusarium verticillioides,心叶卷曲,Heart leaf curl,存在症状,ManifestAs
9524,玉米镰刀菌苗枯病,Fusarium verticillioides,白色粉霉,White powdery mildew,存在症状,ManifestAs
9525,玉米镰刀菌苗枯病,Fusarium verticillioides,火烧状枯死,Burnt death,存在症状,ManifestAs
9526,玉米镰刀菌苗枯病,Fusarium verticillioides,心叶逐渐青枯萎蔫,The heart leaves gradually turn green and wither,存在症状,ManifestAs
9527,黄麻苗枯病,Macrophomina phaseolina,病部初呈黄褐色,The diseased part is initially yellow-brown,存在症状,ManifestAs
9528,黄麻苗枯病,Macrophomina phaseolina,褐色至深褐色,Brown to dark brown,存在症状,ManifestAs
9529,黄麻苗枯病,Macrophomina phaseolina,湿腐状,Wet rot,存在症状,ManifestAs
9530,黄麻苗枯病,Macrophomina phaseolina,苗凋萎枯死,Seedlings wither and die,存在症状,ManifestAs
9531,黄麻苗枯病,Macrophomina phaseolina,黄褐色近圆形斑,Yellowish brown nearly circular spots,存在症状,ManifestAs
9532,黄麻苗枯病,Macrophomina phaseolina,水渍状浅褐色至褐色病斑,Water-soaked light brown to brown spots,存在症状,ManifestAs
9533,黄麻苗枯病,Macrophomina phaseolina,叶片脱落,Leaf shedding,存在症状,ManifestAs
9534,黄麻苗枯病,Macrophomina phaseolina,幼茎腐烂组缩,Young stem rot and shrinkage,存在症状,ManifestAs
9535,黄麻苗枯病,Macrophomina phaseolina,苗萎蔫枯死,Seedlings wilt and die,存在症状,ManifestAs
9536,黄麻黑点炭疽病,Colletotrichum corchori,灰黑色小斑点,Gray black spots,存在症状,ManifestAs
9537,黄麻黑点炭疽病,Colletotrichum corchori,半圆形至近圆形黑褐色病斑,Semicircular to nearly circular dark brown spots,存在症状,ManifestAs
9538,黄麻黑点炭疽病,Colletotrichum corchori,全株变褐腐烂,The whole plant turns brown and rots,存在症状,ManifestAs
9539,黄麻黑点炭疽病,Colletotrichum corchori,初生,Newborn,存在症状,ManifestAs
9540,黄麻黑点炭疽病,Colletotrichum corchori,浅黑色近圆形病斑,Light black nearly circular spots,存在症状,ManifestAs
9541,黄麻黑点炭疽病,Colletotrichum corchori,病时病斑长椭圆形,The lesions are oblong,存在症状,ManifestAs
9542,黄麻黑点炭疽病,Colletotrichum corchori,凹陷黑褐,Concave dark brown,存在症状,ManifestAs
9543,黄麻黑点炭疽病,Colletotrichum corchori,黑褐色或黑色近圆形至不正圆形凹陷斑,Dark brown or black nearly circular to irregular circular sunken spots,存在症状,ManifestAs
9544,黄麻黑点炭疽病,Colletotrichum corchori,粟粒大小黑褐色凹陷斑,Millet-sized dark brown sunken spots,存在症状,ManifestAs
9545,黄麻叶枯病,Coronillaria uredinella,近圆形或不规则形病斑,Nearly circular or irregular lesions,存在症状,ManifestAs
9546,黄麻叶枯病,Coronillaria uredinella,不规则形的大斑,Irregular shaped spots,存在症状,ManifestAs
9547,黄麻叶枯病,Coronillaria uredinella,病斑呈不规则形,Irregular lesions,存在症状,ManifestAs
9548,黄麻叶枯病,Coronillaria uredinella,初呈淡褐色,Initially light brown,存在症状,ManifestAs
9549,黄麻叶枯病,Coronillaria uredinella,褐色至黑褐色,Brown to dark brown,存在症状,ManifestAs
9550,黄麻叶枯病,Coronillaria uredinella,黑色霉层,Black mold layer,存在症状,ManifestAs
9551,黄麻茎腐病,Macrophomina phaseolina,淡褐色小点,Light brown dots,存在症状,ManifestAs
9552,黄麻茎腐病,Macrophomina phaseolina,呈梭形或不规则形的褐色或黑褐色大斑,Large brown or dark brown spots in the shape of spindle or irregular shapes,存在症状,ManifestAs
9553,黄麻茎腐病,Macrophomina phaseolina,黑色煤粉状的分生孢子,Black coal-like conidia,存在症状,ManifestAs
9554,黄麻茎斑病,Xanthomonas campestris,黄褐色至褐色小圆点,Small yellow-brown to brown dots,存在症状,ManifestAs
9555,黄麻茎斑病,Xanthomonas campestris,褐色至黑褐色的近圆形斑,Brown to dark brown nearly circular spots,存在症状,ManifestAs
9556,黄麻茎斑病,Xanthomonas campestris,呈多角形或不整圆形的褐色或黑褐色病斑,Polygonal or irregular brown or dark brown spots,存在症状,ManifestAs
9557,黄麻茎斑病,Xanthomonas campestris,绿色的晕圈,Green halo,存在症状,ManifestAs
9558,黄麻茎斑病,Xanthomonas campestris,椭圆形或长椭圆形的黑褐色病斑,Oval or oblong dark brown spots,存在症状,ManifestAs
9559,黄麻茎斑病,Xanthomonas campestris,紫红色的晕圈,Purple halo,存在症状,ManifestAs
9560,黄麻茎斑病,Xanthomonas campestris,病斑黑褐色,Lesions dark brown,存在症状,ManifestAs
9561,黄麻茎斑病,Xanthomonas campestris,近椭圆或不规则形,Nearly elliptical or irregular,存在症状,ManifestAs
9562,黄麻茎斑病,Xanthomonas campestris,初生褐色小点,Newborn brown spots,存在症状,ManifestAs
9563,黄麻茎斑病,Xanthomonas campestris,椭圆形或不规则形病斑,Oval or irregular lesions,存在症状,ManifestAs
9564,黄麻茎斑病,Xanthomonas campestris,灰白色的霉状物,Grayish white mold,存在症状,ManifestAs
9565,玉米纹枯病,Rhizoctonia solani,病病斑初呈水,The lesions initially appear watery,存在症状,ManifestAs
9566,玉米纹枯病,Rhizoctonia solani,状椭圆形或不规,Oval or irregular,存在症状,ManifestAs
9567,玉米纹枯病,Rhizoctonia solani,色边缘,Color Edge,存在症状,ManifestAs
9568,玉米纹枯病,Rhizoctonia solani,合成云纹状,Synthetic moire,存在症状,ManifestAs
9569,玉米纹枯病,Rhizoctonia solani,致叶鞘,Leaf sheath,存在症状,ManifestAs
9570,玉米纹枯病,Rhizoctonia solani,败叶片枯死,Dead leaves,存在症状,ManifestAs
9571,玉米纹枯病,Rhizoctonia solani,产生云纹状,Moire,存在症状,ManifestAs
9572,玉米纹枯病,Rhizoctonia solani,叶片呈褐色,Brown leaves,存在症状,ManifestAs
9573,玉米纹枯病,Rhizoctonia solani,不规则形,Irregular,存在症状,ManifestAs
9574,玉米纹枯病,Rhizoctonia solani,褐色不规则形的菌核,Brown irregular sclerotia,存在症状,ManifestAs
9575,玉米锈病,Puccinia sorghi,淡黄色小点,Light yellow dots,存在症状,ManifestAs
9576,玉米锈病,Puccinia sorghi,圆形至长圆形,Round to oblong,存在症状,ManifestAs
9577,玉米锈病,Puccinia sorghi,黄褐色或褐色,Tan or brown,存在症状,ManifestAs
9578,玉米锈病,Puccinia sorghi,铁锈色粉末,Rusty powder,存在症状,ManifestAs
9579,玉米锈病,Puccinia sorghi,圆形黑色突起,Round black protrusions,存在症状,ManifestAs
9580,玉米锈病,Puccinia sorghi,黑褐色粉末,Dark brown powder,存在症状,ManifestAs
9581,玉米锈病,Puccinia sorghi,金黄色到橙色,Golden to orange,存在症状,ManifestAs
9582,玉米锈病,Puccinia sorghi,圆形或椭圆形,Round or oval,存在症状,ManifestAs
9583,玉米锈病,Puccinia sorghi,疱疹状隆起,Herpes-like bumps,存在症状,ManifestAs
9584,玉米锈病,Puccinia sorghi,金黄色到橙色粉状即夏孢子,Golden yellow to orange powdery summer spores,存在症状,ManifestAs
9585,玉米锈病,Puccinia sorghi,大量叶片干枯,A lot of leaves dry up,存在症状,ManifestAs
9586,玉米锈病,Puccinia sorghi,植株早衰,Premature plant senescence,存在症状,ManifestAs
9587,玉米褐斑病,Cercospora zeae-maydis,失绿发黄,Green and yellow,存在症状,ManifestAs
9588,玉米褐斑病,Cercospora zeae-maydis,褐色的孢子堆,Brown spore pile,存在症状,ManifestAs
9589,玉米褐斑病,Cercospora zeae-maydis,病斑浅褐色,Lesions light brown,存在症状,ManifestAs
9590,玉米褐斑病,Cercospora zeae-maydis,病斑红褐色,Reddish brown lesions,存在症状,ManifestAs
9591,玉米褐斑病,Cercospora zeae-maydis,病斑表皮破裂,Lesion epidermis rupture,存在症状,ManifestAs
9592,玉米褐斑病,Cercospora zeae-maydis,散出褐色粉末,Brown powder,存在症状,ManifestAs
9593,玉米轮纹斑病,Bipolaris maydis,圆形至椭圆形的褐色至紫红色病斑,Round to oval brown to purple-red lesions,存在症状,ManifestAs
9594,玉米轮纹斑病,Bipolaris maydis,叶片枯死,Leaf death,存在症状,ManifestAs
9595,玉米轮纹斑病,Bipolaris maydis,微细橙红色粘质物,Fine orange-red viscous substance,存在症状,ManifestAs
9596,玉米疯顶病,Sclerophthora macrospora,植株矮缩,Plant dwarfing,存在症状,ManifestAs
9597,玉米疯顶病,Sclerophthora macrospora,节间缩短,Shortened internodes,存在症状,ManifestAs
9598,玉米疯顶病,Sclerophthora macrospora,叶片浓绿,Dark green leaves,存在症状,ManifestAs
9599,玉米疯顶病,Sclerophthora macrospora,浅绿心,Light green heart,存在症状,ManifestAs
9600,玉米疯顶病,Sclerophthora macrospora,上部叶,Upper leaves,存在症状,ManifestAs
9601,玉米疯顶病,Sclerophthora macrospora,扭曲、皱缩或卷,"Twisting, shrinking or curling",存在症状,ManifestAs
9602,玉米疯顶病,Sclerophthora macrospora,筒状心,Tubular heart,存在症状,ManifestAs
9603,玉米疯顶病,Sclerophthora macrospora,造成田间缺苗断,Causes field shortage,存在症状,ManifestAs
9604,玉米疯顶病,Sclerophthora macrospora,呈团状绣球,Clustered hydrangea,存在症状,ManifestAs
9605,玉米疯顶病,Sclerophthora macrospora,穗轴呈多茎节状伸,The spike axis is multi-noded,存在症状,ManifestAs
9606,玉米疯顶病,Sclerophthora macrospora,的心叶紧,Heart leaves tight,存在症状,ManifestAs
9607,玉米疯顶病,Sclerophthora macrospora,成不规则团状或牛尾巴,Into irregular balls or cow tails,存在症状,ManifestAs
9608,玉米茎腐病,Fusarium verticillioides,籽粒松瘪,The kernels are loose and shrunken,存在症状,ManifestAs
9609,玉米茎腐病,Fusarium verticillioides,玉米提前枯死,Corn dies prematurely,存在症状,ManifestAs
9610,玉米茎腐病,Fusarium verticillioides,全株呈青枯症状,The whole plant shows symptoms of wilt,存在症状,ManifestAs
9611,玉米茎腐病,Fusarium verticillioides,呈黄枯症状,Yellowing symptoms,存在症状,ManifestAs
9612,玉米圆斑病,Bipolaris zeicola,卵圆形病斑,Oval lesions,存在症状,ManifestAs
9613,玉米圆斑病,Bipolaris zeicola,水渍状淡绿至淡黄色小点,Water-soaked light green to light yellow spots,存在症状,ManifestAs
9614,玉米圆斑病,Bipolaris zeicola,圆形或卵圆形斑点,Round or oval spots,存在症状,ManifestAs
9615,玉米圆斑病,Bipolaris zeicola,同心轮纹,Concentric wheel pattern,存在症状,ManifestAs
9616,玉米圆斑病,Bipolaris zeicola,中央淡褐色,Central Hazel,存在症状,ManifestAs
9617,玉米圆斑病,Bipolaris zeicola,边缘褐色,Edge brown,存在症状,ManifestAs
9618,玉米圆斑病,Bipolaris zeicola,病部变黑凹陷,The affected area becomes dark and sunken,存在症状,ManifestAs
9619,玉米圆斑病,Bipolaris zeicola,果穗变形弯曲,Deformation and bending of the bunch,存在症状,ManifestAs
9620,玉米圆斑病,Bipolaris zeicola,黑色霉层,Black mold layer,存在症状,ManifestAs
9621,玉米圆斑病,Bipolaris zeicola,褐色斑点,Brown spots,存在症状,ManifestAs
9622,玉米圆斑病,Bipolaris zeicola,圆形大斑,Large round spots,存在症状,ManifestAs
9623,玉米干腐病,Fusarium verticillioides,全穗籽粒皱缩,Whole ear kernels shrunken,存在症状,ManifestAs
9624,玉米干腐病,Fusarium verticillioides,呈暗褐色或污浊状,Dark brown or dirty,存在症状,ManifestAs
9625,玉米干腐病,Fusarium verticillioides,灰白色菌丝体,Grayish white mycelium,存在症状,ManifestAs
9626,玉米干腐病,Fusarium verticillioides,、紫红色或黑褐色大形病,", purple or dark brown large disease",存在症状,ManifestAs
9627,玉米干腐病,Fusarium verticillioides,有白色菌丝,White hyphae,存在症状,ManifestAs
9628,玉米干腐病,Fusarium verticillioides,褐色不规则的长形病斑,Brown irregular long spots,存在症状,ManifestAs
9629,玉米丝黑穗病,Sporisorium reilianum,茎秆稍有弯曲,The stem is slightly curved,存在症状,ManifestAs
9630,玉米丝黑穗病,Sporisorium reilianum,内包黑粉,Black powder inside,存在症状,ManifestAs
9631,玉米黑粉病,Ustilago maydis,白色或浅紫色,White or light purple,存在症状,ManifestAs
9632,黄麻立枯病,Rhizoctonia solani,中部,Central,存在症状,ManifestAs
9633,黄麻立枯病,Rhizoctonia solani,呈棕褐色不规则病斑,Brown irregular spots,存在症状,ManifestAs
9634,黄麻立枯病,Rhizoctonia solani,呈黑褐色腐烂,Dark brown rot,存在症状,ManifestAs
9635,黄麻立枯病,Rhizoctonia solani,病斑处缢缩,Constriction of lesion,存在症状,ManifestAs
9636,黄麻立枯病,Rhizoctonia solani,茎基部病斑黑褐色,Dark brown spots at stem base,存在症状,ManifestAs
9637,黄麻立枯病,Rhizoctonia solani,粗糙圆疤,Rough round scar,存在症状,ManifestAs
9638,黄麻炭疽病,Colletotrichum corchori,呈褐色腐烂致死,Brown rot and death,存在症状,ManifestAs
9639,黄麻炭疽病,Colletotrichum corchori,淡褐色水渍状小斑,Light brown water-soaked spots,存在症状,ManifestAs
9640,黄麻炭疽病,Colletotrichum corchori,深褐色的大病斑,Large dark brown spots,存在症状,ManifestAs
9641,黄麻炭疽病,Colletotrichum corchori,病部缢缩,Constriction of the affected part,存在症状,ManifestAs
9642,黄麻炭疽病,Colletotrichum corchori,幼苗成片碎倒枯死,Seedlings shattered and died,存在症状,ManifestAs
9643,黄麻炭疽病,Colletotrichum corchori,水渍状黑褐色小斑,Water-soaked dark brown spots,存在症状,ManifestAs
9644,黄麻炭疽病,Colletotrichum corchori,呈不规则形或近圆形黑色大斑,Irregular or nearly circular black spots,存在症状,ManifestAs
9645,黄麻炭疽病,Colletotrichum corchori,叶片腐烂脱落,Leaves rot and fall off,存在症状,ManifestAs
9646,黄麻炭疽病,Colletotrichum corchori,黑褐色近圆形水渍状小斑,Dark brown nearly circular water-soaked spots,存在症状,ManifestAs
9647,黄麻炭疽病,Colletotrichum corchori,不规则形大病斑,Irregular large lesions,存在症状,ManifestAs
9648,黄麻炭疽病,Colletotrichum corchori,皮层纵裂,Cortical fissure,存在症状,ManifestAs
9649,黄麻炭疽病,Colletotrichum corchori,纤维外露,Fiber exposed,存在症状,ManifestAs
9650,黄麻炭疽病,Colletotrichum corchori,初生褐色病斑,Primary brown spots,存在症状,ManifestAs
9651,黄麻炭疽病,Colletotrichum corchori,蒴果变黑干枯,The capsule turns black and dries up,存在症状,ManifestAs
9652,黄麻炭疽病,Colletotrichum corchori,颜色灰暗,Gray color,存在症状,ManifestAs
9653,黄麻褐斑病,Coronillaria uredinella,褐色小斑点,Small brown spots,存在症状,ManifestAs
9654,黄麻褐斑病,Coronillaria uredinella,近圆形或不规则形黄褐色病斑,Nearly circular or irregular yellow-brown spots,存在症状,ManifestAs
9655,黄麻褐斑病,Coronillaria uredinella,病斑边缘深褐色,Dark brown edge of lesion,存在症状,ManifestAs
9656,黄麻枯腐病,Macrophomina phaseolina,子叶呈黄褐色枯死,The cotyledons turn yellow-brown and die,存在症状,ManifestAs
9657,黄麻枯腐病,Macrophomina phaseolina,片产生不规则黄,Irregular yellowing of the film,存在症状,ManifestAs
9658,黄麻枯腐病,Macrophomina phaseolina,扩展成条,Expand into strips,存在症状,ManifestAs
9659,黄麻枯腐病,Macrophomina phaseolina,呈不规则形,Irregular shape,存在症状,ManifestAs
9660,黄麻枯腐病,Macrophomina phaseolina,淡黄色的晕圈,Pale yellow halo,存在症状,ManifestAs
9661,黄麻枯腐病,Macrophomina phaseolina,褐色梭形斑,Brown spindle spots,存在症状,ManifestAs
9662,黄麻枯腐病,Macrophomina phaseolina,侧根呈黑褐色腐烂,The lateral roots are dark brown and rotten,存在症状,ManifestAs
9663,黄麻枯腐病,Macrophomina phaseolina,地上部萎蔫,Wilting of aboveground parts,存在症状,ManifestAs
9664,黄麻枯腐病,Macrophomina phaseolina,全株干枯,The whole plant is dry,存在症状,ManifestAs
9665,黄麻枯腐病,Macrophomina phaseolina,黑色细沙状的小菌核,Small black sand-like sclerotia,存在症状,ManifestAs
9666,黄麻枯萎病,Fusarium oxysporum,子叶呈失水状萎蔫,Cotyledons wilt due to dehydration,存在症状,ManifestAs
